4897,"skillname131","找尋藥劑","尋找藥水"
4898,"skillsd131","對準屍體找出藥劑","在屍體上尋找藥水"
4899,"skillld131","使用在殺死怪物的屍體
看看有沒有機會找出藥劑","在殺死的怪物屍體上使用，有一定機率找到藥水"
4900,"skillan131","找尋藥劑","尋找藥水"
4902,"skillsd132","跳過障礙","跳過障礙物"
4903,"skillld132","跳躍到空中
在著地時擊退附近的敵人","猛躍到空中，並在著地時擊退附近的敵人"
4906,"skillsd133","同時揮動二把武器","同時揮動兩把武器"
4907,"skillld133","裝備兩把武器時，
優先攻擊兩名目標，
或同一名目標兩次","裝備兩把武器時，優先攻擊兩名目標，或同一名目標兩次"
4909,"skillname134","長棍專精","長武專精"
4910,"skillsd134","被動-增加你用長棍的戰鬥技能","被動 - 提高你使用長柄武器的戰鬥技巧"
4911,"skillld134","被動-增加你用長棍的戰鬥技能","被動 - 提高你使用長柄武器的戰鬥技巧"
4912,"skillan134","長棍專精","長武專精"
4913,"skillname135","飛擲專精","投擲專精"
4914,"skillsd135","被動-增加你用投擲性武器的戰鬥技能","被動 - 提高你投擲武器的戰鬥技巧"
4915,"skillld135","被動-增加你用投擲性武器的戰鬥技能","被動 - 提高你投擲武器的戰鬥技巧"
4916,"skillan135","飛擲專精","投擲專精"
4918,"skillsd136","被動-增加你用長矛的戰鬥技能","被動 - 提高你使用長矛的戰鬥技巧"
4919,"skillld136","被動-增加你用長矛的戰鬥技能","被動 - 提高你使用長矛的戰鬥技巧"
4921,"skillname137","嘲弄","嘲諷"
4922,"skillsd137","導致一個怪物開始攻擊","激怒一頭怪物攻擊你"
4923,"skillld137","觸怒一個怪物，讓他展開無情的攻擊","激怒一頭怪物，使其不顧一切攻擊你"
4924,"skillan137","嘲弄","嘲諷"
4925,"skillname138","大叫","大吼"
4926,"skillsd138","警告你的隊伍，並加強防禦","警告你的隊伍，提高防禦"
4927,"skillld138","警告你和你的隊伍眼前逼近的
危險，並加強你的防禦力","警告隊伍成員危險逼近，提高你和隊伍成員的防禦"
4928,"skillan138","大叫","大吼"
4930,"skillsd139","把你的目標擊昏","擊昏你的目標"
4931,"skillld139","把你的目標擊昏一小段時間
並增加你的準確率","擊昏你的目標一小段時間，並提高準確率"
4934,"skillsd140","同時丟出二個武器","同時投擲兩個武器"
4935,"skillld140","可以讓你在同一時間
丟出二種不同的武器","讓你可以同時投出兩個不同的投擲武器"
4937,"skillname141","增加耐力","提高精力"
4938,"skillsd141","被動-增加耐力","被動 - 提高精力"
4939,"skillld141","被動-增加你的耐力","被動 - 提高你的精力"
4940,"skillan141","增加耐力","提高精力"
4941,"skillname142","找尋物品","尋找物品"
4942,"skillsd142","對準屍體找尋物品","在屍體上尋找物品"
4943,"skillld142","在已殺死的怪物屍體
中找出隱藏的寶物","在殺死的怪物屍體上使用，找出隱藏的寶物"
4944,"skillan142","找尋物品","尋找物品"
4945,"skillname143","跳躍攻擊","躍擊"
4946,"skillsd143","跳躍並攻擊目標的敵人","跳躍並攻擊指定的敵人"
4947,"skillld143","跳躍並對攻擊目標
進行迅速的突擊","跳躍攻擊指定的敵人，並對
周圍的敵人造成傷害"
4948,"skillan143","跳躍攻擊","躍擊"
4949,"skillname144","專心","專注打擊"
4950,"skillsd144","讓攻擊完全不受干擾","不會被中斷的攻擊"
4951,"skillld144","讓攻擊不致於中斷而且
提高準確率和防禦力","能提高準確率和防禦，並且不會被中斷的攻擊"
4952,"skillan144","專心","專注打擊"
4953,"skillname145","鐵布杉","鋼鐵之膚"
4954,"skillsd145","被動-增加你的防禦力","被動 - 提高防禦"
4955,"skillld145","被動-增加你的防禦力","被動 - 提高防禦"
4956,"skillan145","鐵布杉","鋼鐵之膚"
4957,"skillname146","戰嗥","戰鬥怒吼"
4958,"skillsd146","降低敵人的效率","降低敵人的戰鬥能力"
4960,"skillan146","戰嗥","戰鬥怒吼"
4961,"skillname147","狂亂","狂亂連擊"
4962,"skillsd147","成功擊中讓揮動速度加倍","擊中時會提高速度的雙手攻擊"
4963,"skillld147","讓你同時揮動二把武器
每次成功的擊中後可以增加你整體性的攻擊速度
必須先裝備二把武器","同時揮動兩把武器，且成功擊中後會使你的速度提高
必須裝備兩把武器"
4964,"skillan147","狂亂","狂亂連擊"
4965,"skillname148","加速","提高速度"
4966,"skillsd148","被動-增加行走和跑步的速度","被動 - 提高行走和奔跑的速度"
4967,"skillld148","被動-增加行走和跑步的速度","被動 - 提高行走和奔跑的速度"
4968,"skillan148","加速","提高速度"
4969,"skillname149","戰鬥體制","戰鬥命令"
4970,"skillsd149","加強隊伍的生命、法力和耐力","提高隊伍的生命、法力和精力"
4971,"skillld149","加強你和你隊伍的
法力、生命和耐力上限 ","提高你和隊伍成員的法力、生命和精力上限"
4972,"skillan149","戰鬥體制","戰鬥命令"
4973,"skillname150","殘酷嚇阻","恐怖圖騰"
4974,"skillsd150","創造出一個嚇人的圖騰","造出一個嚇人的圖騰"
4975,"skillld150","施展在已死的怪物屍體上
創造一個嚇人的圖騰
導致附近的怪物四散逃避","在殺死的怪物屍體上使用，造出一個嚇人的圖騰，使附近的怪物恐懼逃竄"
4976,"skillan150","殘酷嚇阻","恐怖圖騰"
4977,"skillname151","旋風","旋風斬"
4979,"skillld151","旋轉的死亡之舞
在敵陣之中
殺出一條血路","以旋轉的死亡之舞，在敵陣之中斬出一條血路"
4980,"skillan151","旋風","旋風斬"
4981,"skillname152","狂戰士","狂暴之擊"
4982,"skillsd152","威力強大但危險的攻擊方式","威力強大但危險的攻擊"
4983,"skillld152","威力強大但危險的攻擊方式
增加傷害力和準確率
但會降低防禦力","威力強大但危險的攻擊，使你的傷害和準確率提高，但防禦降低"
4984,"skillan152","狂戰士","狂暴之擊"
4986,"skillsd153","被動-增加自然抗性","被動 - 提高自然抗性"
4987,"skillld153","被動-增加自然的抗性降低毒素和元素系的傷害","被動 - 提高對毒素和元素傷害的抗性"
4989,"skillname154","戰鬥狂嗥","戰爭狂嘯"
4990,"skillsd154","讓附近的敵人受傷並昏眩","讓附近的敵人受傷並昏迷"
4991,"skillld154","讓附近的敵人受傷並昏眩","讓附近的所有敵人受傷並昏迷"
4992,"skillan154","戰鬥狂嗥","戰爭狂嘯"
4994,"skillsd155","增加技能等級","提高技能等級"
4995,"skillld155","增加你和你隊伍的技能等級","提高你和隊伍成員目前的所有技能等級"
4997,"skillname217","辨視卷軸","鑑定卷軸"
4998,"skillsd217","辨視一個魔法物品的屬性","鑑定一個魔法物品的屬性"
4999,"skillld217","辨視一個魔法物品的屬性","鑑定一個魔法物品的屬性"
5000,"skillan217","辨視","鑑定"
5001,"skillname218","辨視之書","鑑定之書"
5002,"skillsd218","辨視一個魔法物品的屬性","鑑定一個魔法物品的屬性"
5003,"skillld218","辨視一個魔法物品的屬性","鑑定一個魔法物品的屬性"
5004,"skillan218","辨視","鑑定"
5006,"skillsd219","創造出一個魔法傳送門，通往最近的城市","開啟一個魔法傳送門，通往最近的城鎮"
5007,"skillld219","創造出一個魔法傳送門，通往最近的城市","開啟一個魔法傳送門，通往最近的城鎮"
5010,"skillsd220","創造出一個魔法傳送門，通往最近的城市","開啟一個魔法傳送門，通往最近的城鎮"
5011,"skillld220","創造出一個魔法傳送門，通往最近的城市","開啟一個魔法傳送門，通往最近的城鎮"
5369,"strgamefailbadcharskills","無法進入遊戲，人物技能資料損壞","無法進入遊戲。人物技能資料毀損"
10003,"StrSkill41","吸收%d%%","吸收 %d%%"
10053,"strEskilllighttoattack","閃電傷害：%d-%d 對你的攻擊","電擊傷害：附加 %d - %d 點至你的攻擊"
10214,"skillxld7","以魔法火焰強化你的箭矢或十字弓彈","以魔法火焰強化你的箭矢或弩箭"
10218,"skillxld8","以魔法強化你的箭矢或十字弓彈，附加冰寒傷害與緩速效果
冷霜箭只會造成平時一半的傷害","以魔法強化你的箭矢或弩箭，附加冰寒傷害與緩速效果
冷霜箭只會造成平時一半的傷害"
10230,"skillxld11","以魔法強化你的箭矢或十字弓彈，
附加冰寒傷害與緩速效果。
冷霜箭只會造成平時一半的傷害","以魔法強化你的箭矢或弩箭，附加冰寒傷害與緩速效果
冷霜箭只會造成平時一半的傷害"
10270,"skillxld21","以魔法強化你的箭矢或弩箭，冰凍你的敵人","以魔法強化你的箭矢或弩箭，凍結你的敵人"
10294,"skillxld27","強化你的箭矢或十字弓彈，造成大量火焰傷害，並在擊中地點燃起烈火","強化你的箭矢或弩箭，造成大量火焰傷害，並在擊中地點燃起烈火"
10310,"skillxld31","以魔法強化你的箭矢或弩箭，冰凍整群的怪物","以魔法強化你的箭矢或弩箭，凍結整群的怪物"
10354,"skillxld42","創造一道閃電結界，降低附近所有敵人的生命","造出一道電能力場，降低附近所有敵人的生命"
10437,"skillxsd63","被動-增加閃電傷害","被動 - 提高電擊傷害"
10438,"skillxld63","被動-增加閃電法術所造成的所有傷害","被動 - 提高你的閃電法術造成的所有傷害"
10530,"skillxld86","詛咒一隻怪物變成
其他週邊的怪物目標，
此詛咒無法被其他詛咒撤銷","詛咒一隻怪物，使其成為周圍其他怪物的攻擊目標。
此詛咒不會被其他詛咒覆蓋"
10658,"skillxld118","當啟用時，靈氣引發電擊脈衝
傷害週邊的怪物，
在你的攻擊中增加閃電傷害","啟用時，靈氣會引發電流脈衝，對附近的敵人造成電擊傷害
為你的攻擊附加電擊傷害"
10673,"skillxsd122","靈氣-增加攻擊速度和傷害","靈氣 - 提高攻擊速度和傷害"
10674,"skillxld122","當啟用時，靈氣會增加你和你隊伍人士的
傷害、攻擊速度和準確率","啟用時，靈氣會提高你和隊伍成員的傷害、攻擊速度和準確率"
10677,"skillxsd123","靈氣 - 軟弱敵人","靈氣 - 削弱敵人"
10682,"skillxld124","當啟用時，靈氣會試著利用
被殺死敵人的靈魂，讓你和隊伍
中的人員重獲法力和生命","啟用時，靈氣會試圖救贖死亡敵人的靈魂，恢復你的生命值和法力"
10932,"Damplev","%s： %+d%% 傷害依等級","%s：每等級 %+d%% 傷害"
10933,"ElemDampLev","%s： %+d%% 元素傷害依等級","%s：每等級 %+d%% 元素傷害"
10934,"Firedplev","%s： %+d%% 火焰傷害依等級","%s：每等級 %+d%% 火焰傷害"
10935,"Colddplev","%s： %+d%% 冰寒傷害依等級","%s：每等級 %+d%% 冰寒傷害"
10936,"Ltngdplev","%s： %+d%% 閃電傷害依等級","%s：每等級 %+d%% 電擊傷害"
10937,"Poisdplev","%s： %+d%% 毒素傷害依等級","%s：每等級 %+d%% 毒素傷害"
10938,"Magdplev","%s： %+d%% 魔法傷害依等級","%s：每等級 %+d%% 魔法傷害"
10939,"Rangplev","%s： %+d.%d 碼依等級","%s：每等級 %+d.%d 碼射程"
10940,"RateFireplev","火焰機率依等級","每等級射擊速度"
10941,"AttRateplev","%s： %+d%% 準確率依等級","%s：每等級 %+d%% 準確率"
10942,"AttSpeedplev","攻擊速度依等級","每等級攻擊速度"
10943,"Defplev","%s： %+d%% 防禦依等級","%s：每等級 %+d%% 防禦"
10944,"Manacoredplev","法力耗費依等級","每等級法力消耗"
10945,"Missplev1","投射依等級","每等級發射數量"
10946,"Missplev2","+1投射依等級","每等級數量 +1"
10947,"Missplev3","%s： +1投射依%d等級","%0：每 %2 級數量 %+1"
10948,"Boltplev1","十字弓彈依等級","每等級發射數量"
10949,"Boltplev2","+1箭矢依等級","每等級數量 +1"
10950,"Boltplev3","%s： +1箭矢依%d等級","%0：每 %2 級電能彈數量 %+1"
10951,"Shotplev1","射擊依等級","每等級攻擊次數"
10952,"Shotplev2","+1射擊依等級","每等級攻擊次數 +1"
10953,"Shotplev3","%s： +1射擊依%d等級","%0：每 %2 級攻擊次數 %+1"
10954,"Hpplev","%s： %+d%% 生命值依等級","%s：每等級 %+d%% 生命"
10955,"WRSpeedplev","走路/跑步速度依等級","每等級提高跑步 / 行走速度"
10956,"Durateplev","%s： %+d%% 持續時間依等級","%s：每等級 %+d%% 持續時效"
10957,"CoLenplev","寒冷時間依等級","每等級冰冷時間"
10958,"FrezLenplev","%s： %+d%% 冰凍時間依等級","%s：每等級 %+d%% 凍結時效"
10959,"PoisLenplev","毒素時間依等級","每等級中毒時效"
10960,"Convphy2magplev","轉換%d%%實體傷害為魔法傷害依等級","每等級將 %d%% 物理傷害轉換為魔法傷害"
10961,"Convphy2elemplev","轉換%d%%實體傷害為元素傷害依等級","每等級將 %d%% 物理傷害轉換為元素傷害"
10962,"Convphy2magalt","轉換%d%%實體傷害為元素傷害","將 %d%% 物理傷害轉換為元素傷害"
10963,"Convphy2elemalt","轉換%d%%實體害為魔法傷害","將 %d%% 物理傷害轉換為魔法傷害"
10964,"Secplev1","秒依等級","每等級秒數"
10965,"Secplev2","%s： %+d 秒依等級","%s：每等級 %+d 秒"
10966,"Damabsplev","%s： %+d 傷害吸收依等級","%s：每等級 %+d 傷害吸收"
10968,"Hbdplev","%s： %+d%% 聖光彈傷害依等級","%s：每等級 %+d%% 聖光彈傷害"
10969,"Healplev","%s： %+d%% 治療依等級","%s：每等級 %+d%% 生命治療"
10970,"Healplev2","%s： %+d 治療每2秒","%s：每 2 秒 %+d 生命治療"
10971,"FanYDam","你的傷害： %+d%%","你的傷害：%+d%%"
10972,"PartDam","團隊傷害： %+d%%","隊伍傷害：%+d%%"
10973,"AFDImm","%s： %+d%% 平均火焰傷害每秒依等級","%s：每等級 %+d%% 平均每秒火焰傷害"
10974,"Cgslow","遲緩敵人： %d%%","敵人緩速：%d%%"
10975,"Corexpdam","屍爆傷害：%d-%d%%的屍體生命","屍爆傷害：屍體生命的 %d - %d%%"
10997,"Skillname224","狼人","狼人變化"
11000,"Skillan224","狼人","狼人變化"
11001,"StrSkill43a","%d骷髏法師","骷髏法師：%d"
11002,"StrSkill44a","%d骷髏法師","骷髏法師：%d"
11009,"skillxld124P","當啟用時，靈氣會試著利用
被殺死敵人的靈魂，讓你和隊伍
中的人員重獲法力和生命","啟用時，靈氣會試圖救贖死亡敵人的靈魂，恢復你的生命值和法力"
11011,"skillld42","創造一個可以損傷生命的電力場
對附近所有敵人","造出一道電能力場，降低附近所有敵人的生命"
11022,"StrSkill63Patch","時效","over "
11079,"EskillLowersResistX","降低抵抗","降低抗性"
11081,"EskillToMeleeX","對肉搏攻擊"," 至近戰攻擊"
11082,"eskillincasemasteryX","%d%%機率施展致命攻擊","%d%% 機率造成致命一擊"
11159,"skillld146","令人恐懼的狂吼可以降低
敵人的防禦力和傷害力","令人恐懼的怒吼，可以降低敵人的防禦和傷害"
