10956,"%s： %+d%% 持續時間依等級","%s：每等級 %+d%% 持續時效"
10957,"寒冷時間依等級","每等級冰冷時間"
10958,"%s： %+d%% 冰凍時間依等級","%s：每等級 %+d%% 凍結時效"
10959,"毒素時間依等級","每等級中毒時效"
10960,"轉換%d%%實體傷害為魔法傷害依等級","每等級將 %d%% 物理傷害轉換為魔法傷害"
10961,"轉換%d%%實體傷害為元素傷害依等級","每等級將 %d%% 物理傷害轉換為元素傷害"
10962,"轉換%d%%實體傷害為元素傷害","將 %d%% 物理傷害轉換為元素傷害"
10963,"轉換%d%%實體害為魔法傷害","將 %d%% 物理傷害轉換為魔法傷害"
10964,"秒依等級","每等級秒數"
10965,"%s： %+d 秒依等級","%s：每等級 %+d 秒"
10966,"%s： %+d 傷害吸收依等級","%s：每等級 %+d 傷害吸收"
10968,"%s： %+d%% 聖光彈傷害依等級","%s：每等級 %+d%% 聖光彈傷害"
10969,"%s： %+d%% 治療依等級","%s：每等級 %+d%% 生命治療"
10970,"%s： %+d 治療每2秒","%s：每 2 秒 %+d 生命治療"
10971,"你的傷害： %+d%%","你的傷害：%+d%%"
10972,"團隊傷害： %+d%%","隊伍傷害：%+d%%"
10973,"%s： %+d%% 平均火焰傷害每秒依等級","%s：每等級 %+d%% 平均每秒火焰傷害"
10974,"遲緩敵人： %d%%","敵人緩速：%d%%"
10975,"屍爆傷害：%d-%d%%的屍體生命","屍爆傷害：屍體生命的 %d - %d%%"
10997,"狼人","狼人變化"
11000,"狼人","狼人變化"
11001,"%d骷髏法師","骷髏法師：%d"
11002,"%d骷髏法師","骷髏法師：%d"
11009,"當啟用時，靈氣會試著利用
被殺死敵人的靈魂，讓你和隊伍
中的人員重獲法力和生命","啟用時，靈氣會試圖救贖死亡敵人的靈魂，恢復你的生命值和法力"
11011,"創造一個可以損傷生命的電力場
對附近所有敵人","造出一道電能力場，降低附近所有敵人的生命"
11022,"時效","over "
11079,"降低抵抗","降低抗性"
11081,"對肉搏攻擊"," 至近戰攻擊"
11082,"%d%%機率施展致命攻擊","%d%% 機率造成致命一擊"
11159,"令人恐懼的狂吼可以降低
敵人的防禦力和傷害力","令人恐懼的怒吼，可以降低敵人的防禦和傷害"
11160,"被動-以提供刺穿能力來
增加冰系法術的傷害","被動 - 穿透敵人的抗性，提高冰寒法術的傷害"
21769,"%d踢擊","%d 次踢擊"
21770,"%d踢擊","%d 次踢擊"
21771,"靈獸生命","寵物生命值："
21772,"狼防禦值：","狼防禦："
21773,"對狼和熊的被動加成","狼和熊的被動加成"
21774,"每一擊","每擊"
21776,"%d機率施展致命攻擊","%d%% 機率造成致命一擊"
21777,"每隻烏鴉所耗費的法力：%d","每隻掠鴉的法力消耗：%d 點"
21873,"法力耗費：%d(每一刀)","法力消耗：每刀刃 %d 點"
21892,"元素聚氣傷害：","元素集氣傷害："
22038,"烏鴉","掠鴉"
22039,"召喚烏鴉","召喚掠鴉"
22040,"召喚一群烏鴉啄出
敵人的雙眼","召喚掠鴉啄瞎敵人的雙眼"
22041,"烏鴉","掠鴉"
22042,"猛毒花藤","劇毒藤蔓"
22043,"召喚散佈疾病的蔓藤","召喚散佈疾病的藤蔓"
22044,"召喚一條藤蔓，對所有接觸到
它的人散播疾病","召喚藤蔓，對所有接觸到的敵人散播疾病"
22045,"猛毒花藤","劇毒藤蔓"
22051,"被動 - 增進變形能力","被動 - 強化變形能力"
22052,"被動 - 當變形為狼人或熊人時
增進持續時間與生命","被動 - 提高變形為狼人或熊人形態的持續時間與生命值"
22054,"火風暴","火焰風暴"
22055,"釋出狂暴的混沌之力","釋出熾熱的烈火"
22056,"釋出狂暴的混沌之力來燒傷敵人","釋出熾熱的烈火灼燒你的敵人"
22057,"火風暴","火焰風暴"
22059,"召喚出橡木的靈魂","召喚橡木的魂靈"
22060,"召喚此靈獸，可以為你和
與你一行的夥伴增加生命點數","召喚一個魂靈夥伴，提高你和隊伍成員的生命值"
22062,"召喚鬼狼","召喚幽靈狼"
22064,"召喚一頭具有傳送能力的狼， 
為你作戰","召喚具有傳送能力的狼來為你作戰"
22065,"召喚狼靈","召喚幽靈狼"
22066,"熊人","熊人變化"
22068,"變形成熊人","變形成熊人
能使出威猛的強力攻擊"
22069,"熊人","熊人變化"
22070,"熔漿巨岩","熔火巨石"
22071,"投出一枚熔漿巨岩 ","投出熔火巨石"
22072,"打出一枚火焰
巨石來重擊敵人","召喚出熊熊燃燒的熔火巨石，將敵人擊退"
22073,"熔漿巨岩","熔火巨石"
22074,"極地風暴","極地寒風"
22075,"射出一連串的冰塵","向敵人噴射寒冰氣流"
22076,"打出一連串的冰塵
以冰霜燒灼你面前的敵群","向敵人噴射極地的寒冰氣流"
22077,"極地風暴","極地寒風"
22078,"食屍藤","食屍藤蔓"
22079,"召喚食屍藤","召喚吞食屍體的藤蔓"
22080,"召喚出一條蔓藤吞食屍體，
並回復你的生命","召喚藤蔓，吞食附近的屍體並為你恢復生命"
22081,"食屍藤","食屍藤蔓"
22083,"能竊取生命的狂怒攻擊-狼人型態","竊取生命值的狂怒攻擊 - 狼人形態"
22084,"在狼人型態之下，
持續保持在狂怒狀態中攻擊並 
從敵人身上竊取生命","在狼人形態下，進入狂怒狀態並隨著攻擊命中
從敵人身上竊取越來越多的生命值"
22086,"撞鎚","槌擊"
22087,"槌擊你的敵人-熊人型態","猛力重擊敵人 - 熊人形態"
22088,"在成為熊人型態時，
不停地槌擊你的敵人
造成額外的傷害","在熊人形態下，猛力重擊你的敵人
連續命中會造成越來越高的額外傷害"
22089,"撞鎚","槌擊"
22090,"火山爆","裂地之火"
22091,"撕開大地來燒灼敵軍","使大地裂開燒灼敵人"
22092,"在敵人腳下開啟一道火山口，
將他們燒成碎片","使敵人腳下的大地出現熔岩裂隙，將其燒成灰燼"
22093,"火山爆","裂地之火"
22094,"颶風裝甲","氣旋護甲"
22095,"保護你免於元素傷害","召喚出吸收元素傷害的護盾"
22096,"保護你免於受到
火焰、冰冷和閃電的傷害","召喚出吸收火焰、冰寒和電擊傷害的護盾"
22097,"颶風裝甲","氣旋護甲"
22099,"召喚狼獾的靈魂","召喚狼獾魂靈"
22100,"召喚出一頭靈獸
可為你和你的隊員
增加傷害力和準確率","召喚一個魂靈夥伴，提高你和隊伍成員的傷害和準確率"
22101,"狼獾心","狼獾之心"
22102,"召喚狂狼","召喚恐狼"
22103,"召喚一頭發怒的狼","召喚狂怒的恐狼"
22104,"召喚一頭狂怒的狼
每吞食一具屍體都可以增加
它對敵人造成的傷害","召喚狂怒的恐狼，會吞食屍體提高自己對敵人造成的傷害"
22105,"召喚狂狼","召喚恐狼"
22106,"狂犬病","狂犬撕咬"
22107,"撕咬可造成疾病擴散-狼人型態","撕咬敵人散播疾病 - 狼人形態"
22108,"在狼人型態，
在撕咬敵人的同時
造成疾病的傷害","在狼人形態下，撕咬敵人並散播疾病
疾病會傳染給其他怪物"
22109,"狂犬病","狂犬撕咬"
22110,"焰爪","烈焰爪擊"
22111,"造成衝撞性的火焰攻擊","燃燒的強力攻擊"
22112,"在變成狼人或熊人型態時，
可槌擊你的敵人
並附加一次焰爪攻擊","在狼人或熊人形態下，以附加火焰的爪子重擊敵人"
22113,"焰爪","烈焰爪擊"
22114,"鎌鼬風","旋風術"
22116,"釋放出數道小型旋風
在敵陣之中切出一條道路","釋放出數道小型旋風，傷害路徑上的敵人"
22117,"鎌鼬風","旋風術"
22118,"太陽藤","太陽藤蔓"
22119,"召喚食屍藤","召喚吞食屍體的藤蔓"
22120,"召喚一條蔓藤吞食屍體
並恢復你的法力","召喚藤蔓，吞食附近的屍體並為你恢復法力"
22121,"太陽藤","太陽藤蔓"
22122,"飢餓","飢餓噬咬"
22123,"攻擊時偷取對方的生命和法力","撕咬敵人，竊取生命值和法力"
22124,"在狼人或熊人型態時，
可在撕咬敵人的同時
獲得生命與法力","在狼人或熊人形態下，撕咬敵人並獲得生命值與法力"
22125,"飢餓","飢餓噬咬"
22126,"震波","震波衝擊"
22127,"創造一道震波-熊人型態","朝周圍發出震波 - 熊人形態"
22128,"在熊人型態時，
可重踩地面造成一道震波
來震暈靠近的敵人","在熊人形態下，發出震波擊暈附近的敵人"
22129,"震波","震波衝擊"
22130,"火山","火山噴發"
22131,"創造出火山","召喚一座火山"
22132,"召喚出一座火山，以死亡和毀滅的力量
降臨到你的敵人身上","召喚一座火山，向敵人噴濺死亡與毀滅之火"
22133,"火山","火山噴發"
22135,"創造一道龍捲風","召喚一道龍捲風"
22136,"創造一道鰭狀碎岩風
來粉碎你的敵人","召喚強大的龍捲風，沿路捲起土石轟擊敵人"
22138,"棘靈","荊棘之靈"
22139,"召喚帶刺靈獸","召喚荊棘之靈"
22140,"召喚出靈獸，讓你和你的隊伍
具有刺針靈氣包圍的效果","召喚一個魂靈夥伴，將你和隊伍成員受到的傷害反彈回敵人身上"
22141,"棘靈","荊棘之靈"
22143,"召喚出一頭大灰熊","召喚一頭灰熊"
22144,"召喚出一頭殘暴的巨大灰熊","召喚一頭凶暴的大灰熊"
22146,"狂怒","狂怒連擊"
22147,"多重攻擊-狼人型態","多重攻擊 - 狼人形態"
22148,"在變成狼人時，
可攻擊多個鄰近的目標
或針對同一個目標進行多次攻擊","在狼人形態下，攻擊多個鄰近的目標或連續攻擊單一目標"
22149,"狂怒","狂怒連擊"
22151,"在敵人上方降下火雨","向敵人降下火雨"
22152,"創造一場流星雨
殘暴的燒毀接近的敵人","召喚隕石，在敵人身上降下毀滅的火雨"
22154,"暴風","颶風術"
22155,"創造出一場強大的風暴","召喚威力強大的颶風"
22156,"創造一場強大的冰雨狂風，
將你的敵人掃成碎片","召喚呼嘯的狂風襲捲大地，粉碎你的敵人"
22157,"暴風","颶風術"
22158,"火焰爆震","火焰轟擊"
22160,"丟出火焰炸彈
來炸碎你的敵人","丟出火焰炸彈，炸碎你的敵人"
22161,"火焰爆震","火焰轟擊"
22163,"被動-加強使用爪類的戰鬥技術","被動 - 提高你使用爪類武器的戰鬥技巧"
22164,"被動-加強你在使用
爪類武器的技術","被動 - 提高你使用爪類武器的戰鬥技巧"
22166,"心靈戰鎚","心靈之鎚"
22167,"以心靈力量形成的鐵鎚來傷害你的敵人","以心靈的力量擊潰敵人"
22168,"使用你的心靈力量
創造出一把能量戰鎚，
轟擊敵人並將之擊退","以心靈的力量發出強力震擊，擊退你的敵人"
22169,"心靈戰鎚","心靈之鎚"
22170,"虎擊","猛虎擊"
22171,"聚氣性技巧

增加終結技所造成的傷害","集氣技能

提高終結技所造成的傷害"
22172,"聚氣性技巧

連擊可以累積額外的終結技傷害
必須使用龍系終結技或普通攻擊來釋放聚集的力量","集氣技能

連擊可以累積額外的終結技傷害
必須使用龍系終結技或普通攻擊來釋放聚集的力量"
22173,"虎擊","猛虎擊"
22174,"龍爪","龍爪踢"
22175,"終結技

踢擊你的對手","終結技

踢擊敵人"
22177,"龍爪","龍爪踢"
22179,"擲出一幅以雷電構成的網","擲出帶電的網子"
22180,"擲出一幅以雷電構成的網
來電擊你的敵人","擲出帶電的網子，電擊你的敵人"
22182,"刃之守衛","戒衛旋刃"
22183,"打出旋轉不停的守護之刃","設置來回旋轉的刀刃"
22184,"在你和目標之間，會出現
一連串的刀鋒不斷巡邏","設置旋轉的刀刃在你和目標位置之間穿梭來回"
22185,"刃之守衛","戒衛旋刃"
22186,"加速","速度爆發"
22187,"增加攻擊和移動速度","提高攻擊和移動速度"
22188,"在一段時間中
增加攻擊和移動速度","暫時提高你的攻擊和移動速度"
22189,"加速","速度爆發"
22190,"焰拳","烈火拳"
22191,"聚氣性技巧

在終結技中增加火焰傷害","集氣技能

使終結技附加火焰傷害"
22192,"集氣技能

連擊可以使終結技附加火焰傷害
裝備爪類武器才可使用
必須使用龍系終結技或普通攻擊
來釋放聚集的力量","集氣技能

連擊可以使終結技附加火焰傷害
裝備爪類武器才可使用
必須使用龍系終結技或普通攻擊來釋放聚集的力量"
22193,"焰拳","烈火拳"
22198,"電光衛兵","電能衛哨"
22199,"可放出充能彈的陷阱","佈下可放出電能彈的陷阱"
22200,"佈下一個可放出充能彈的陷阱
攻擊接近或想通過的敵人","佈下可放出電能彈的陷阱，攻擊接近的敵人"
22201,"充能彈","電能衛哨"
22202,"火焰復甦","焰痕衛哨"
22203,"一個會打出火焰波浪的陷阱","設置可引燃多道火焰的陷阱"
22204,"一個會打出火焰波浪的陷阱","設置可引燃多道火焰的陷阱"
22205,"火焰復甦","焰痕衛哨"
22207,"被動-在使用雙爪類武器時可以格擋","被動 - 裝備兩把爪類武器時可以格擋"
22208,"被動-當手持雙爪類武器時
有機會進行格擋","被動 - 雙手裝備兩把爪類武器時有一定機率格擋"
22211,"讓你的敵人瞎掉","使敵人陷入目盲"
22212,"施展一道魔影讓附近的敵人瞎掉
並在一段時間降低他們的防禦值","施放一道魔影使附近的敵人陷入目盲，並降低其防禦"
22214,"眼鏡蛇攻擊","靈蛇擊"
22215,"聚氣性技巧

在終結技增加偷取生命和法力的能力","集氣技能

使終結技附加生命和法力竊取效果"
22216,"聚氣性技巧

連擊可以使終結技附加生命和法力竊取效果
必須使用龍系終結技或普通攻擊來釋放聚集的力量","集氣技能

連擊可以使終結技附加生命和法力竊取效果
必須使用龍系終結技或普通攻擊來釋放聚集的力量"
22217,"眼鏡蛇攻擊","靈蛇擊"
22218,"刃之怒","狂怒旋刃"
22219,"丟出旋轉的刀刃","擲出旋轉的刀刃"
22220,"擲出不停旋轉的刀刃
在敵人身上飛旋反彈，造成傷害","擲出不停旋轉的刀刃攻擊敵人"
22221,"刃之怒","狂怒旋刃"
22222,"能量消解","影散"
22223,"暫時提高各方面的抗性","暫時提高所有抗性"
22224,"一段時間內提高各方面的抗性並抵抗詛咒","暫時提高所有抗性並抵擋詛咒"
22225,"能量消解","影散"
22226,"影子戰士","暗影戰士"
22227,"召喚出一個自己的影子","召喚出自己的影子"
22228,"召喚出一個自己的影子
並模仿你的技能和你並肩作戰","召喚出自己的影子，模仿你的技能和你並肩作戰"
22231,"聚氣性技巧

在終結技中增加閃電傷害","集氣技能

使終結技附加電擊傷害"
22232,"聚氣性技巧

連擊可以使終結技附加閃電傷害
裝備爪類武器才可使用
必須使用龍系終結技或普通攻擊
來釋放聚集的力量","集氣技能

連擊可以使終結技附加電擊傷害
裝備爪類武器才可使用
必須使用龍系終結技或普通攻擊來釋放聚集的力量"
22234,"神龍擺尾","龍擺尾"
22237,"神龍擺尾","龍擺尾"
22238,"雷光守衛","雷光衛哨"
22239,"佈下一個打出閃電的陷阱","設置會放出閃電的陷阱"
22240,"佈下一個會打出閃電的陷阱，
將經過的敵人烤成焦炭","設置會放出閃電的陷阱，轟擊靠近的敵人"
22241,"雷光守衛","雷光衛哨"
22242,"復甦獄火","獄火衛哨"
22243,"噴散出火焰的陷阱","設置可噴發烈焰的陷阱"
22244,"對經過的敵人打出不斷擴散的火焰","設置可對靠近的敵人噴發烈焰的陷阱"
22245,"復甦獄火","獄火衛哨"
22246,"心靈爆震","心靈震爆"
22247,"強制性的心靈爆震","直擊心靈的轟擊"
22248,"使用你的心靈力量
來震暈一群敵人
並轉化失智的敵人","使用靈能的力量擊昏一群敵人，並控制心靈脆弱的敵人"
22249,"心靈爆震","心靈震爆"
22251,"聚氣性技巧

在終結技增加冰寒傷害","集氣技能

使終結技附加冰寒傷害"
22252,"聚氣性技巧

連擊可以使終結技附加冰寒傷害
裝備爪類武器才可使用
必須使用龍系終結技或普通攻擊來釋放聚集的力量","集氣技能

連擊可以使終結技附加冰寒傷害
裝備爪類武器才可使用
必須使用龍系終結技或普通攻擊來釋放聚集的力量"
